NONCODE-ID	RNA-Length	UNIPROT-ID	Protein-Lenght	Organisms
n272535	1199	Q7TPM0	685	Mus musculus
n272546	2349	P84104	160	Mus musculus
n272546	2349	Q8CJG0	509	Mus musculus
n272546	2349	Q8VE97	987	Mus musculus
n272569	1273	Q05C33	813	Mus musculus
n272576	2716	Q8VE97	987	Mus musculus
n272581	2148	Q4VA08	578	Mus musculus
n272587	1438	Q4VA08	578	Mus musculus
n272632	2160	Q05C33	813	Mus musculus
n272656	3554	Q05C33	813	Mus musculus
n272668	3017	Q05C33	813	Mus musculus
n272675	1525	Q05C33	813	Mus musculus
n272679	3020	Q05C33	813	Mus musculus
n272692	2481	Q05C33	813	Mus musculus
n272708	3840	Q05C33	813	Mus musculus
n272767	2238	Q4VA08	578	Mus musculus
n272768	3314	Q05C33	813	Mus musculus
n272768	3314	Q4VA08	578	Mus musculus
n272804	2828	Q05C33	813	Mus musculus
n272806	2551	Q4VA08	578	Mus musculus
n272822	3541	Q05C33	813	Mus musculus
n272838	2555	P84104	160	Mus musculus
n272838	2555	Q05C33	813	Mus musculus
n272838	2555	Q8VE97	987	Mus musculus
n272841	3033	Q05C33	813	Mus musculus
n272878	2620	O88974	349	Mus musculus
n272878	2620	P41230	451	Mus musculus
n272878	2620	Q80U70	1099	Mus musculus
n272887	3171	Q05C33	813	Mus musculus
n272913	3878	Q05C33	813	Mus musculus
n272913	3878	Q4VA08	578	Mus musculus
n272926	3704	Q4VA08	578	Mus musculus
n272927	2319	Q05C33	813	Mus musculus
n272937	1816	Q05C33	813	Mus musculus
n272943	936	Q4VA08	578	Mus musculus
n272989	1648	Q4VA08	578	Mus musculus
n272997	3241	Q4VA08	578	Mus musculus
n272999	2249	Q8VE97	987	Mus musculus
n273012	3033	Q05C33	813	Mus musculus
n273033	1190	Q05C33	813	Mus musculus
n273069	2430	Q4VA08	578	Mus musculus
n273081	1478	Q4VA08	578	Mus musculus
n273133	2558	Q05C33	813	Mus musculus
n273140	3078	Q05C33	813	Mus musculus
n273269	1421	Q05C33	813	Mus musculus
n273296	2631	Q05C33	813	Mus musculus
n273329	3984	Q05C33	813	Mus musculus
n273416	3054	Q05C33	813	Mus musculus
n273429	2397	Q4VA08	578	Mus musculus
n273432	1277	Q4VA08	578	Mus musculus
n273443	2366	Q05C33	813	Mus musculus
n273506	2184	Q4VA08	578	Mus musculus
n273508	3402	Q4VA08	578	Mus musculus
n273513	2407	Q05C33	813	Mus musculus
n273529	3875	Q05C33	813	Mus musculus
n273547	3760	Q05C33	813	Mus musculus
n273558	3532	Q05C33	813	Mus musculus
n273613	2306	Q05C33	813	Mus musculus
n273619	776	O54864	471	Mus musculus
n273619	776	O88974	349	Mus musculus
n273619	776	P41230	451	Mus musculus
n273619	776	Q00899	820	Mus musculus
n273619	776	Q80Y84	737	Mus musculus
n273619	776	Q9CQJ4	220	Mus musculus
n273625	1363	Q05C33	813	Mus musculus
n273643	2347	Q05C33	813	Mus musculus
n273652	1871	Q4VA08	578	Mus musculus
n273673	1375	Q05C33	813	Mus musculus
n273673	1375	Q4VA08	578	Mus musculus
n273691	3417	Q05C33	813	Mus musculus
n273694	2357	Q05C33	813	Mus musculus
n273699	2633	Q05C33	813	Mus musculus
n273702	3109	Q05C33	813	Mus musculus
n273704	3933	Q4VA08	578	Mus musculus
n273709	3030	Q05C33	813	Mus musculus
n273711	2040	Q05C33	813	Mus musculus
n273720	2450	Q4VA08	578	Mus musculus
n273731	3245	Q05C33	813	Mus musculus
n273737	2732	Q05C33	813	Mus musculus
n273739	924	Q05C33	813	Mus musculus
n273739	924	Q4VA08	578	Mus musculus
n273783	3138	Q4VA08	578	Mus musculus
n273794	2089	Q4VA08	578	Mus musculus
n273834	2907	Q05C33	813	Mus musculus
n273836	711	I6L9I7	998	Mus musculus
n273836	711	Q00899	820	Mus musculus
n273836	711	Q7TPM0	685	Mus musculus
n273836	711	Q80U70	1099	Mus musculus
n273857	2057	Q4VA08	578	Mus musculus
n273923	3523	Q05C33	813	Mus musculus
n273938	2518	Q4VA08	578	Mus musculus
n273946	3062	Q05C33	813	Mus musculus
n273947	3040	Q05C33	813	Mus musculus
n273955	2123	Q4VA08	578	Mus musculus
n274008	3280	Q05C33	813	Mus musculus
n274025	1565	Q4VA08	578	Mus musculus
n274037	3600	Q05C33	813	Mus musculus
n274038	1720	Q4VA08	578	Mus musculus
n274040	2780	Q05C33	813	Mus musculus
n274061	3185	Q05C33	813	Mus musculus
n274076	2757	Q05C33	813	Mus musculus
n274080	3930	Q05C33	813	Mus musculus
n274080	3930	Q4VA08	578	Mus musculus
n274101	2433	Q4VA08	578	Mus musculus
n274126	2670	Q4VA08	578	Mus musculus
n274129	2166	Q05C33	813	Mus musculus
n274171	2304	Q05C33	813	Mus musculus
n274205	2599	Q05C33	813	Mus musculus
n274221	3925	Q05C33	813	Mus musculus
n274221	3925	Q4VA08	578	Mus musculus
n274238	1802	Q05C33	813	Mus musculus
n274266	3932	Q61188	732	Mus musculus
n274274	2668	Q05C33	813	Mus musculus
n274289	3990	Q4VA08	578	Mus musculus
n274293	3126	Q4VA08	578	Mus musculus
n274308	2642	Q4VA08	578	Mus musculus
n274314	2864	Q4VA08	578	Mus musculus
n274365	2396	Q05C33	813	Mus musculus
n274370	2989	Q05C33	813	Mus musculus
n274378	3805	Q4VA08	578	Mus musculus
n274395	1991	Q05C33	813	Mus musculus
n274408	2852	Q05C33	813	Mus musculus
n274431	3372	Q4VA08	578	Mus musculus
n274453	1316	Q05C33	813	Mus musculus
n274468	1498	I6L9I7	998	Mus musculus
n274495	1298	Q05C33	813	Mus musculus
n274521	3465	Q4VA08	578	Mus musculus
n274579	3602	Q05C33	813	Mus musculus
n274583	1959	Q05C33	813	Mus musculus
n274584	2389	Q05C33	813	Mus musculus
n274584	2389	Q4VA08	578	Mus musculus
n274612	2710	Q05C33	813	Mus musculus
n274625	3806	Q05C33	813	Mus musculus
n274628	1754	Q4VA08	578	Mus musculus
n274638	1617	Q05C33	813	Mus musculus
n274647	3014	Q4VA08	578	Mus musculus
n274658	1486	Q05C33	813	Mus musculus
n274661	1822	Q4VA08	578	Mus musculus
n274688	2818	Q4VA08	578	Mus musculus
n274689	2656	Q4VA08	578	Mus musculus
n274690	2527	Q05C33	813	Mus musculus
n274690	2527	Q4VA08	578	Mus musculus
n274700	2559	Q05C33	813	Mus musculus
n274710	2573	Q05C33	813	Mus musculus
n274719	2168	Q05C33	813	Mus musculus
n274723	2347	Q05C33	813	Mus musculus
n274741	3879	Q4VA08	578	Mus musculus
n274772	3589	Q05C33	813	Mus musculus
n274788	3564	Q05C33	813	Mus musculus
n274817	2542	Q05C33	813	Mus musculus
n274837	2815	Q4VA08	578	Mus musculus
n274841	2170	Q05C33	813	Mus musculus
n274875	3481	Q4VA08	578	Mus musculus
n274878	2561	Q05C33	813	Mus musculus
n274880	2154	Q4VA08	578	Mus musculus
n274891	2915	Q4VA08	578	Mus musculus
n274917	1888	Q05C33	813	Mus musculus
n274929	2459	Q4VA08	578	Mus musculus
n274932	3930	Q05C33	813	Mus musculus
n274943	2644	Q05C33	813	Mus musculus
n274947	3080	Q05C33	813	Mus musculus
n274956	3881	Q05C33	813	Mus musculus
n274997	3385	Q05C33	813	Mus musculus
n274997	3385	Q4VA08	578	Mus musculus
n274998	1858	Q4VA08	578	Mus musculus
n275006	3103	Q4VA08	578	Mus musculus
n275018	2860	Q05C33	813	Mus musculus
n275029	3424	Q05C33	813	Mus musculus
n275043	3595	Q05C33	813	Mus musculus
n275050	1683	Q05C33	813	Mus musculus
n275061	3404	Q4VA08	578	Mus musculus
n275062	3583	Q05C33	813	Mus musculus
n275066	3106	Q05C33	813	Mus musculus
n275068	2753	Q05C33	813	Mus musculus
n275076	680	Q05C33	813	Mus musculus
n275106	3945	Q8CJG0	509	Mus musculus
n275113	3647	Q05C33	813	Mus musculus
n275140	2161	Q4VA08	578	Mus musculus
n275144	3251	Q05C33	813	Mus musculus
n275144	3251	Q4VA08	578	Mus musculus
n275153	2019	Q4VA08	578	Mus musculus
n275154	3984	Q05C33	813	Mus musculus
n275156	2358	Q05C33	813	Mus musculus
n275163	3677	Q05C33	813	Mus musculus
n275171	988	Q05C33	813	Mus musculus
n275218	2854	Q05C33	813	Mus musculus
n275239	2558	Q4VA08	578	Mus musculus
n275254	2080	Q05C33	813	Mus musculus
n275266	1747	Q4VA08	578	Mus musculus
n275272	3838	Q05C33	813	Mus musculus
n275290	3302	Q05C33	813	Mus musculus
n275293	3762	Q05C33	813	Mus musculus
n275296	2531	Q4VA08	578	Mus musculus
n275316	3176	Q05C33	813	Mus musculus
n275328	3456	Q05C33	813	Mus musculus
n275335	3483	Q05C33	813	Mus musculus
n275336	3475	Q4VA08	578	Mus musculus
n275357	3443	Q05C33	813	Mus musculus
n275361	2442	Q05C33	813	Mus musculus
n275407	2181	Q05C33	813	Mus musculus
n275425	2382	Q05C33	813	Mus musculus
n275447	2754	Q05C33	813	Mus musculus
n275449	2883	Q05C33	813	Mus musculus
n275454	3374	Q05C33	813	Mus musculus
n275463	2810	Q05C33	813	Mus musculus
n275463	2810	Q4VA08	578	Mus musculus
n275479	3170	Q05C33	813	Mus musculus
n275503	2502	Q05C33	813	Mus musculus
n275527	3840	Q05C33	813	Mus musculus
n275534	857	Q05C33	813	Mus musculus
n275550	3830	Q05C33	813	Mus musculus
n275559	3576	Q4VA08	578	Mus musculus
n275609	3897	Q4VA08	578	Mus musculus
n275622	3345	Q4VA08	578	Mus musculus
n275643	1939	Q4VA08	578	Mus musculus
n275648	3478	Q05C33	813	Mus musculus
n275661	3837	Q05C33	813	Mus musculus
n275661	3837	Q4VA08	578	Mus musculus
n275690	1500	Q4VA08	578	Mus musculus
n275695	2340	Q05C33	813	Mus musculus
n275701	503	Q05C33	813	Mus musculus
n275706	2196	Q05C33	813	Mus musculus
n275711	2938	Q4VA08	578	Mus musculus
n275712	2468	Q8CJG0	509	Mus musculus
n275713	2537	Q05C33	813	Mus musculus
n275729	1342	Q05C33	813	Mus musculus
n275755	2753	Q05C33	813	Mus musculus
n275760	2417	Q05C33	813	Mus musculus
n275777	622	Q4VA08	578	Mus musculus
n275785	2587	Q05C33	813	Mus musculus
n275811	1667	Q4VA08	578	Mus musculus
n275833	995	P84104	160	Mus musculus
n275833	995	Q8VE97	987	Mus musculus
n275837	3662	Q4VA08	578	Mus musculus
n275845	536	Q05C33	813	Mus musculus
n275858	2933	Q4VA08	578	Mus musculus
n275861	2883	Q05C33	813	Mus musculus
n275907	1250	Q05C33	813	Mus musculus
n275917	1091	Q4VA08	578	Mus musculus
n275947	1510	Q4VA08	578	Mus musculus
n276009	3171	Q05C33	813	Mus musculus
n276034	1104	Q4VA08	578	Mus musculus
n276037	3468	Q05C33	813	Mus musculus
n276041	2680	Q05C33	813	Mus musculus
n276044	2788	Q05C33	813	Mus musculus
n276044	2788	Q4VA08	578	Mus musculus
n276061	2613	Q05C33	813	Mus musculus
n276061	2613	Q4VA08	578	Mus musculus
n276093	1842	Q05C33	813	Mus musculus
n276105	1754	Q4VA08	578	Mus musculus
n276118	3388	Q4VA08	578	Mus musculus
n276123	3389	Q05C33	813	Mus musculus
n276124	3113	Q05C33	813	Mus musculus
n276126	3641	Q05C33	813	Mus musculus
n276157	2808	Q4VA08	578	Mus musculus
n276179	3489	Q05C33	813	Mus musculus
n276198	2577	Q05C33	813	Mus musculus
n276216	3719	Q05C33	813	Mus musculus
n276224	2227	Q4VA08	578	Mus musculus
n276235	2735	Q05C33	813	Mus musculus
n276251	2627	Q05C33	813	Mus musculus
n276254	2742	Q05C33	813	Mus musculus
n276259	3914	Q05C33	813	Mus musculus
n276263	3434	Q05C33	813	Mus musculus
n276263	3434	Q4VA08	578	Mus musculus
n276268	2104	Q05C33	813	Mus musculus
n276276	2442	Q8CJG0	509	Mus musculus
n276280	2434	Q05C33	813	Mus musculus
n276280	2434	Q4VA08	578	Mus musculus
n276297	3854	Q05C33	813	Mus musculus
n276298	2016	Q05C33	813	Mus musculus
n276317	1807	Q4VA08	578	Mus musculus
n276318	3257	Q4VA08	578	Mus musculus
n276326	3239	Q05C33	813	Mus musculus
n276378	1311	Q05C33	813	Mus musculus
n276380	1491	Q05C33	813	Mus musculus
n276396	2402	Q05C33	813	Mus musculus
n276401	3016	Q61188	732	Mus musculus
n276405	3136	Q4VA08	578	Mus musculus
n276429	2528	Q05C33	813	Mus musculus
n276455	2246	Q4VA08	578	Mus musculus
n276457	3338	Q05C33	813	Mus musculus
n276461	2140	Q05C33	813	Mus musculus
n276505	3049	Q05C33	813	Mus musculus
n276517	2447	Q4VA08	578	Mus musculus
n276537	1868	Q4VA08	578	Mus musculus
n276562	1427	Q05C33	813	Mus musculus
n276573	2679	Q4VA08	578	Mus musculus
n276574	2020	Q05C33	813	Mus musculus
n276579	2093	Q05C33	813	Mus musculus
n276591	2232	Q05C33	813	Mus musculus
n276607	2139	Q05C33	813	Mus musculus
n276608	3102	Q05C33	813	Mus musculus
n276635	2872	Q05C33	813	Mus musculus
n276658	1516	Q05C33	813	Mus musculus
n276675	1815	Q05C33	813	Mus musculus
n276679	3914	Q05C33	813	Mus musculus
n276728	2381	Q05C33	813	Mus musculus
n276746	2567	Q4VA08	578	Mus musculus
n276748	2944	Q05C33	813	Mus musculus
n276748	2944	Q4VA08	578	Mus musculus
n276780	2297	O88974	349	Mus musculus
n276780	2297	Q2YDW7	639	Mus musculus
n276780	2297	Q7TPM0	685	Mus musculus
n276846	3358	Q05C33	813	Mus musculus
n276901	791	Q05C33	813	Mus musculus
n276926	3174	Q05C33	813	Mus musculus
n276926	3174	Q4VA08	578	Mus musculus
n276931	2958	Q05C33	813	Mus musculus
n276931	2958	Q4VA08	578	Mus musculus
n276952	3018	Q4VA08	578	Mus musculus
n276983	1368	Q4VA08	578	Mus musculus
n276997	2482	Q05C33	813	Mus musculus
n277016	592	Q05C33	813	Mus musculus
n277027	2322	Q4VA08	578	Mus musculus
n277121	1923	Q05C33	813	Mus musculus
n277156	2929	Q05C33	813	Mus musculus
n277157	1621	Q05C33	813	Mus musculus
n277159	2847	Q05C33	813	Mus musculus
n277169	1010	Q05C33	813	Mus musculus
n277173	2951	Q05C33	813	Mus musculus
n277177	3085	Q05C33	813	Mus musculus
n277212	1837	Q4VA08	578	Mus musculus
n277224	2058	Q05C33	813	Mus musculus
n277224	2058	Q8CJG0	509	Mus musculus
n277243	1951	Q05C33	813	Mus musculus
n277312	2251	Q4VA08	578	Mus musculus
n277322	2772	Q05C33	813	Mus musculus
n277358	2106	P84104	160	Mus musculus
n277365	1921	Q05C33	813	Mus musculus
n277365	1921	Q4VA08	578	Mus musculus
n277368	960	Q05C33	813	Mus musculus
n277396	1817	Q4VA08	578	Mus musculus
n277426	3773	Q05C33	813	Mus musculus
n277430	1963	Q4VA08	578	Mus musculus
n277453	943	Q05C33	813	Mus musculus
n277485	2919	Q05C33	813	Mus musculus
n277492	2148	Q4VA08	578	Mus musculus
n277522	2705	Q05C33	813	Mus musculus
n277524	2442	Q05C33	813	Mus musculus
n277539	1328	Q05C33	813	Mus musculus
n277542	3508	Q4VA08	578	Mus musculus
n277549	2532	Q05C33	813	Mus musculus
n277550	3714	Q05C33	813	Mus musculus
n277572	3702	Q05C33	813	Mus musculus
n277611	3294	Q05C33	813	Mus musculus
n277620	2639	Q05C33	813	Mus musculus
n277631	2063	Q05C33	813	Mus musculus
n277631	2063	Q4VA08	578	Mus musculus
n277655	2117	Q05C33	813	Mus musculus
n277660	2286	Q4VA08	578	Mus musculus
n277685	1457	Q05C33	813	Mus musculus
n277705	1250	Q05C33	813	Mus musculus
n277711	1916	Q05C33	813	Mus musculus
n277729	2596	Q05C33	813	Mus musculus
n277774	3602	Q05C33	813	Mus musculus
n277779	2961	Q05C33	813	Mus musculus
n277787	1899	Q05C33	813	Mus musculus
n277810	3375	Q05C33	813	Mus musculus
n277818	1904	Q8CJG0	509	Mus musculus
n277840	2597	Q4VA08	578	Mus musculus
n277850	3417	Q05C33	813	Mus musculus
n277851	3101	Q4VA08	578	Mus musculus
n277861	2871	Q05C33	813	Mus musculus
n277861	2871	Q4VA08	578	Mus musculus
n277881	1252	Q4VA08	578	Mus musculus
n277887	3376	Q05C33	813	Mus musculus
n277903	2985	Q05C33	813	Mus musculus
n277912	2283	Q05C33	813	Mus musculus
n277916	2077	Q05C33	813	Mus musculus
n277918	1666	Q05C33	813	Mus musculus
n277921	1453	Q05C33	813	Mus musculus
n277926	3324	Q05C33	813	Mus musculus
n277929	2858	Q05C33	813	Mus musculus
n277942	3181	Q05C33	813	Mus musculus
n278028	3444	Q4VA08	578	Mus musculus
n278037	2366	Q4VA08	578	Mus musculus
n278042	3248	Q05C33	813	Mus musculus
n278063	3913	Q05C33	813	Mus musculus
n278065	2938	Q05C33	813	Mus musculus
n278068	3100	Q05C33	813	Mus musculus
n278068	3100	Q4VA08	578	Mus musculus
n278071	3729	Q05C33	813	Mus musculus
n278076	3299	Q4VA08	578	Mus musculus
n278085	3090	Q05C33	813	Mus musculus
n278087	3950	Q05C33	813	Mus musculus
n278101	2091	Q05C33	813	Mus musculus
n278120	3672	Q05C33	813	Mus musculus
n278123	2009	Q4VA08	578	Mus musculus
n278159	2636	Q4VA08	578	Mus musculus
n278358	2591	Q4VA08	578	Mus musculus
n278412	959	Q4VA08	578	Mus musculus
n278448	2290	Q4VA08	578	Mus musculus
n278464	3456	Q05C33	813	Mus musculus
n278473	2533	Q61188	732	Mus musculus
n278520	3740	Q05C33	813	Mus musculus
n278587	3648	Q05C33	813	Mus musculus
n278604	3274	Q4VA08	578	Mus musculus
n278614	3126	Q05C33	813	Mus musculus
n278628	1324	Q4VA08	578	Mus musculus
n278680	1628	Q4VA08	578	Mus musculus
n278688	2699	Q05C33	813	Mus musculus
n278699	1520	Q05C33	813	Mus musculus
n278706	702	Q4VA08	578	Mus musculus
n278725	3293	Q4VA08	578	Mus musculus
n278731	1689	Q05C33	813	Mus musculus
n278780	1937	Q05C33	813	Mus musculus
n278780	1937	Q4VA08	578	Mus musculus
n278793	3693	Q05C33	813	Mus musculus
n278812	1449	Q4VA08	578	Mus musculus
n278837	2998	Q05C33	813	Mus musculus
n278837	2998	Q4VA08	578	Mus musculus
n278848	918	Q05C33	813	Mus musculus
n278863	3307	Q05C33	813	Mus musculus
n278891	3778	Q4VA08	578	Mus musculus
n278906	2611	Q05C33	813	Mus musculus
n278912	3492	Q05C33	813	Mus musculus
n278920	1358	Q05C33	813	Mus musculus
n278928	2765	Q05C33	813	Mus musculus
n279015	2478	Q05C33	813	Mus musculus
n279019	1165	Q4VA08	578	Mus musculus
n279025	2964	Q4VA08	578	Mus musculus
n279029	2773	Q8CJG0	509	Mus musculus
n279047	2616	Q05C33	813	Mus musculus
n279049	3162	Q05C33	813	Mus musculus
n279074	3789	Q05C33	813	Mus musculus
n279083	3107	Q05C33	813	Mus musculus
n279093	1005	Q05C33	813	Mus musculus
n279115	3056	Q4VA08	578	Mus musculus
n279124	1597	Q05C33	813	Mus musculus
n279152	2473	Q05C33	813	Mus musculus
n279156	2087	Q05C33	813	Mus musculus
n279175	1565	Q05C33	813	Mus musculus
n279181	3170	Q05C33	813	Mus musculus
n279185	1472	Q05C33	813	Mus musculus
n279201	1474	Q05C33	813	Mus musculus
n279201	1474	Q4VA08	578	Mus musculus
n279227	1222	Q4VA08	578	Mus musculus
n279237	3560	Q4VA08	578	Mus musculus
n279254	2759	Q4VA08	578	Mus musculus
n279264	2019	Q4VA08	578	Mus musculus
n279266	2959	Q4VA08	578	Mus musculus
n279269	1234	Q05C33	813	Mus musculus
n279270	1972	Q4VA08	578	Mus musculus
n279279	2268	Q05C33	813	Mus musculus
n279279	2268	Q8CJG0	509	Mus musculus
n279289	1509	Q4VA08	578	Mus musculus
n279309	2029	Q4VA08	578	Mus musculus
n279332	1321	Q05C33	813	Mus musculus
n279354	2235	Q05C33	813	Mus musculus
n279419	854	Q05C33	813	Mus musculus
n279432	2404	Q05C33	813	Mus musculus
n279458	1738	Q05C33	813	Mus musculus
n279472	3017	Q05C33	813	Mus musculus
n279479	1194	Q8CJG0	509	Mus musculus
n279493	1519	Q4VA08	578	Mus musculus
n279502	1078	Q05C33	813	Mus musculus
n279502	1078	Q4VA08	578	Mus musculus
n279523	1094	Q05C33	813	Mus musculus
n279524	696	Q4VA08	578	Mus musculus
n279526	2577	Q05C33	813	Mus musculus
n279528	2133	Q05C33	813	Mus musculus
n279571	1278	Q05C33	813	Mus musculus
n279593	2853	Q4VA08	578	Mus musculus
n279626	2052	Q4VA08	578	Mus musculus
n279645	1292	Q05C33	813	Mus musculus
n279697	2640	Q4VA08	578	Mus musculus
n279786	1414	Q05C33	813	Mus musculus
n279830	3012	Q05C33	813	Mus musculus
n279850	3940	P84104	160	Mus musculus
n279850	3940	Q8VE97	987	Mus musculus
n279882	1873	Q4VA08	578	Mus musculus
n279903	2098	Q4VA08	578	Mus musculus
n279913	2286	Q05C33	813	Mus musculus
n279945	1271	Q4VA08	578	Mus musculus
n279979	2225	Q05C33	813	Mus musculus
n279982	1360	Q05C33	813	Mus musculus
n280020	2647	Q4VA08	578	Mus musculus
n280030	3758	Q05C33	813	Mus musculus
n280064	3789	Q4VA08	578	Mus musculus
n280089	2529	Q4VA08	578	Mus musculus
n280121	3084	Q4VA08	578	Mus musculus
n280135	3553	Q05C33	813	Mus musculus
n280168	2782	Q4VA08	578	Mus musculus
n280197	3506	Q05C33	813	Mus musculus
n280200	1860	Q05C33	813	Mus musculus
n280205	2604	Q05C33	813	Mus musculus
n280233	3336	Q4VA08	578	Mus musculus
n280234	2616	Q05C33	813	Mus musculus
n280247	1551	Q05C33	813	Mus musculus
n280313	3833	Q4VA08	578	Mus musculus
n280328	1840	Q4VA08	578	Mus musculus
n280334	3467	Q05C33	813	Mus musculus
n280343	856	Q4VA08	578	Mus musculus
n280347	1416	Q4VA08	578	Mus musculus
n280375	3359	Q05C33	813	Mus musculus
n280380	1979	Q8CJG0	509	Mus musculus
n280411	1803	Q05C33	813	Mus musculus
n280430	3541	Q4VA08	578	Mus musculus
n280443	1929	Q05C33	813	Mus musculus
n280450	1724	Q05C33	813	Mus musculus
n280457	3162	Q05C33	813	Mus musculus
n280462	1535	Q4VA08	578	Mus musculus
n280495	1699	Q05C33	813	Mus musculus
n280497	3727	Q05C33	813	Mus musculus
n280504	2631	Q4VA08	578	Mus musculus
n280521	2301	Q05C33	813	Mus musculus
n280540	1359	Q05C33	813	Mus musculus
n280540	1359	Q4VA08	578	Mus musculus
n280553	2992	Q05C33	813	Mus musculus
n280602	3195	Q05C33	813	Mus musculus
n280633	1858	Q05C33	813	Mus musculus
n280633	1858	Q4VA08	578	Mus musculus
n280690	1041	O88974	349	Mus musculus
n280690	1041	Q7TPM0	685	Mus musculus
n280690	1041	Q8CHK4	495	Mus musculus
n280746	1951	Q05C33	813	Mus musculus
n280759	2306	Q05C33	813	Mus musculus
n280766	1741	Q05C33	813	Mus musculus
n280773	2844	Q05C33	813	Mus musculus
n280774	2618	Q05C33	813	Mus musculus
n280776	1993	Q05C33	813	Mus musculus
n280793	3869	Q05C33	813	Mus musculus
n280793	3869	Q4VA08	578	Mus musculus
n280870	1690	Q05C33	813	Mus musculus
n280887	2835	Q4VA08	578	Mus musculus
n280901	3176	Q4VA08	578	Mus musculus
n280950	2538	Q05C33	813	Mus musculus
n280961	2514	Q05C33	813	Mus musculus
n280970	2870	Q05C33	813	Mus musculus
n281010	3010	Q05C33	813	Mus musculus
n281026	791	Q4VA08	578	Mus musculus
n281084	1870	Q05C33	813	Mus musculus
n281140	2724	Q05C33	813	Mus musculus
n281187	1400	Q05C33	813	Mus musculus
n281198	3303	Q4VA08	578	Mus musculus
n281201	3268	P84104	160	Mus musculus
n281201	3268	Q8VE97	987	Mus musculus
n281394	3132	Q05C33	813	Mus musculus
n281397	905	Q4VA08	578	Mus musculus
n281423	3883	Q4VA08	578	Mus musculus
n281449	1772	Q05C33	813	Mus musculus
n281449	1772	Q4VA08	578	Mus musculus
n281489	1671	Q05C33	813	Mus musculus
n281502	2642	O54864	471	Mus musculus
n281502	2642	O88974	349	Mus musculus
n281502	2642	Q7TPM0	685	Mus musculus
n281502	2642	Q80U70	1099	Mus musculus
n281502	2642	Q80Y84	737	Mus musculus
n281502	2642	Q9CQJ4	220	Mus musculus
n281514	3339	Q05C33	813	Mus musculus
n281515	2426	Q4VA08	578	Mus musculus
n281516	3533	Q4VA08	578	Mus musculus
n281527	1383	Q05C33	813	Mus musculus
n281534	3182	Q4VA08	578	Mus musculus
n281535	2896	Q4VA08	578	Mus musculus
n281550	2532	Q4VA08	578	Mus musculus
n281580	2086	Q05C33	813	Mus musculus
n281595	2763	Q05C33	813	Mus musculus
n281595	2763	Q4VA08	578	Mus musculus
n281603	617	P84104	160	Mus musculus
n281613	3655	Q05C33	813	Mus musculus
n281697	1710	Q05C33	813	Mus musculus
n281697	1710	Q4VA08	578	Mus musculus
n281709	734	Q05C33	813	Mus musculus
n281755	2539	Q4VA08	578	Mus musculus
n281766	2783	Q05C33	813	Mus musculus
n281768	3924	Q05C33	813	Mus musculus
n281805	1660	Q05C33	813	Mus musculus
n281819	1183	Q4VA08	578	Mus musculus
n281828	1860	Q05C33	813	Mus musculus
n281828	1860	Q4VA08	578	Mus musculus
n281831	2786	Q05C33	813	Mus musculus
n281832	2138	Q4VA08	578	Mus musculus
n281866	3899	Q05C33	813	Mus musculus
n281896	824	Q4VA08	578	Mus musculus
n281922	1862	Q4VA08	578	Mus musculus
n281926	1017	Q05C33	813	Mus musculus
n282008	1029	Q05C33	813	Mus musculus
n282011	1042	Q4VA08	578	Mus musculus
n282034	1023	Q05C33	813	Mus musculus
n282049	2629	Q05C33	813	Mus musculus
n282049	2629	Q4VA08	578	Mus musculus
n282053	2469	Q05C33	813	Mus musculus
n282073	2522	Q05C33	813	Mus musculus
n282086	1644	Q05C33	813	Mus musculus
n282086	1644	Q4VA08	578	Mus musculus
n282098	2575	Q4VA08	578	Mus musculus
n282141	3423	Q4VA08	578	Mus musculus
n282151	2778	Q4VA08	578	Mus musculus
n282163	3174	Q4VA08	578	Mus musculus
n282232	1175	Q4VA08	578	Mus musculus
n282285	894	Q05C33	813	Mus musculus
n282369	755	Q05C33	813	Mus musculus
